scroll_name,scroll_id,column,line,emphatic_ratio,absolute_ratio,function_words_ratio,lexical_diversity,verb_ratio,passive_voice_ratio,plural_ratio,line_length,avg_word_len,v_then_noun_ratio,v_then_prep_ratio,prediction_score,predicted_dialect
Enoch_All,4Q206_4QEn_e,403,15,0.1429,0.0,0.4286,0.4286,0.1429,0.0,1.0,7.0,4.2857,0.0,0.0,0.5540194,Yerushalmi
Enoch_All,4Q206_4QEn_e,403,16,0.0,0.3333,0.0,0.3333,0.0,0.0,0.0,6.0,4.1667,0.0,0.0,0.92528147,Yerushalmi
Enoch_All,4Q206_4QEn_e,403,17,0.0,0.2,0.2,0.4,0.2,0.0,0.0,5.0,5.6,0.0,0.0,0.63278425,Yerushalmi
Enoch_All,4Q206_4QEn_e,403,18,0.0,0.0,0.125,0.375,0.25,0.0,1.0,8.0,4.375,0.0,0.0,0.79334635,Yerushalmi
Enoch_All,4Q206_4QEn_e,403,19,0.0,0.375,0.125,0.75,0.125,0.0,0.0,8.0,3.625,0.0,0.0,0.9462341,Yerushalmi
Enoch_All,4Q206_4QEn_e,403,20,0.0,0.1667,0.3333,0.5,0.8333,0.6667,0.0,6.0,4.1667,0.0,0.0,0.24288242,Bavli
Enoch_All,4Q206_4QEn_e,403,21,0.2,0.2,0.2,0.4,0.0,0.0,0.5,5.0,4.2,0.0,0.0,0.6581628,Yerushalmi
Enoch_All,4Q207_4QEn_f,1,1,0.0,0.125,0.0,0.375,0.0,0.0,0.0,8.0,4.625,0.0,0.0,0.92677206,Yerushalmi
Enoch_All,4Q207_4QEn_f,1,2,0.0,0.0,0.2857,0.5714,0.4286,0.2857,0.0,7.0,4.4286,0.0,0.0,0.08970567,Bavli
Enoch_All,4Q207_4QEn_f,1,3,0.0,0.4,0.4,0.2,0.0,0.0,0.0,5.0,6.8,0.0,0.0,0.46927702,Bavli
Enoch_All,4Q207_4QEn_f,1,4,0.0,0.1667,0.1667,0.5,0.0,0.0,0.0,6.0,4.8333,0.0,0.0,0.6861193,Yerushalmi
Enoch_All,4Q207_4QEn_f,1,5,0.0,0.2,0.2,0.4,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.68310905,Yerushalmi
Enoch_All,4Q212_4QEn_g,102,13,0.0,0.0,0.3333,0.5,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.25963065,Bavli
Enoch_All,4Q212_4QEn_g,102,14,0.0,0.0,0.25,0.5,2.0,1.0,0.0,4.0,4.5,0.0,0.0,0.38271213,Bavli
Enoch_All,4Q212_4QEn_g,102,15,0.0,0.25,0.25,0.5,0.0,0.0,0.0,4.0,3.75,0.0,0.0,0.76945055,Yerushalmi
Enoch_All,4Q212_4QEn_g,102,16,0.0,0.25,0.25,0.5,0.25,0.0,0.0,4.0,3.5,0.0,0.0,0.85243416,Yerushalmi
Enoch_All,4Q212_4QEn_g,102,17,0.0,0.6,0.0,0.6,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.9375986,Yerushalmi
Enoch_All,4Q212_4QEn_g,102,18,0.0,0.5,0.0,0.5,0.0,0.0,0.0,4.0,3.75,0.0,0.0,0.92391056,Yerushalmi
Enoch_All,4Q212_4QEn_g,102,19,0.0,0.0,0.0,0.5,0.8333,0.0,0.0,6.0,3.8333,0.0,0.0,0.7399632,Yerushalmi
Enoch_All,4Q212_4QEn_g,102,20,0.0,0.2,0.2,0.6,0.6,0.0,0.0,5.0,4.0,0.0,0.0,0.86977637,Yerushalmi
Enoch_All,4Q212_4QEn_g,102,21,0.0,0.2857,0.1429,0.5714,0.2857,0.0,0.0,7.0,3.7143,0.0,0.0,0.9083715,Yerushalmi
Enoch_All,4Q212_4QEn_g,102,22,0.0,0.0,0.1667,0.3333,0.3333,0.0,0.0,6.0,4.0,0.0,0.0,0.6710924,Yerushalmi
Enoch_All,4Q212_4QEn_g,102,23,0.0,0.3333,0.3333,0.5,0.0,0.0,0.0,6.0,5.3333,0.0,0.0,0.41362593,Bavli
Enoch_All,4Q212_4QEn_g,102,24,0.0,0.5714,0.1429,0.7143,0.0,0.0,0.0,7.0,4.8571,0.0,0.0,0.6817254,Yerushalmi
Enoch_All,4Q212_4QEn_g,102,25,0.0,0.1429,0.1429,0.5714,0.1429,0.0,0.0,7.0,4.2857,0.0,0.0,0.7810901,Yerushalmi
Enoch_All,4Q212_4QEn_g,102,26,0.0,0.0,0.0,0.25,0.25,0.0,0.0,4.0,4.0,0.0,0.0,0.78302604,Yerushalmi
Enoch_All,4Q212_4QEn_g,103,16,0.0,0.0,0.3333,0.5,0.0,0.0,0.0,3.0,4.3333,0.0,0.0,0.2971677,Bavli
Enoch_All,4Q212_4QEn_g,103,17,0.0,0.25,0.25,0.5,0.0,0.0,0.0,4.0,3.25,0.0,0.0,0.8050448,Yerushalmi
Enoch_All,4Q212_4QEn_g,103,18,0.0,0.2,0.0,0.4,0.0,0.0,0.0,5.0,3.6,0.0,0.0,0.9070568,Yerushalmi
Enoch_All,4Q212_4QEn_g,103,19,0.0,0.2,0.2,0.6,0.2,0.0,0.0,5.0,3.4,0.0,0.0,0.8393342,Yerushalmi
Enoch_All,4Q212_4QEn_g,103,20,0.0,0.1667,0.0,0.6667,0.0,0.0,0.0,6.0,3.5,0.0,0.0,0.9107368,Yerushalmi
Enoch_All,4Q212_4QEn_g,103,21,0.0,0.1429,0.1429,0.5714,0.4286,0.2857,0.0,7.0,5.2857,0.0,0.0,0.18855157,Bavli
Enoch_All,4Q212_4QEn_g,103,22,0.0,0.2222,0.2222,0.5556,1.0,0.4444,0.0,9.0,4.3333,0.0,0.0,0.46247452,Bavli
Enoch_All,4Q212_4QEn_g,103,23,0.0,0.1,0.1,0.6,0.3,0.0,0.0,10.0,4.4,0.0,0.0,0.88946253,Yerushalmi
Enoch_All,4Q212_4QEn_g,103,24,0.0,0.1429,0.5714,0.7143,0.0,0.0,0.0,7.0,3.2857,0.0,0.0,0.53433806,Yerushalmi
Enoch_All,4Q212_4QEn_g,103,25,0.0,0.25,0.25,0.625,0.125,0.0,0.0,8.0,3.375,0.0,0.0,0.8898204,Yerushalmi
Enoch_All,4Q212_4QEn_g,104,11,0.0,0.25,0.25,0.5,0.0,0.0,0.0,4.0,5.75,0.0,0.0,0.47264284,Bavli
Enoch_All,4Q212_4QEn_g,104,12,0.0,0.375,0.125,0.75,0.125,0.0,0.0,8.0,5.125,0.0,0.0,0.77436554,Yerushalmi
Enoch_All,4Q212_4QEn_g,104,13,0.0,0.4,0.1,0.6,0.1,0.0,0.0,10.0,4.5,0.0,0.0,0.8755359,Yerushalmi
Enoch_All,4Q212_4QEn_g,104,14,0.0,0.4,0.3,0.7,0.3,0.0,0.0,10.0,3.7,0.0,0.3333,0.88275933,Yerushalmi
Enoch_All,4Q212_4QEn_g,104,15,0.0,0.2222,0.3333,0.7778,0.6667,0.4444,0.0,9.0,4.3333,0.0,0.0,0.37341467,Bavli
Enoch_All,4Q212_4QEn_g,104,16,0.0,0.4444,0.1111,0.7778,0.2222,0.0,0.0,9.0,3.6667,0.0,0.0,0.96190053,Yerushalmi
Enoch_All,4Q212_4QEn_g,104,17,0.0,0.375,0.625,0.625,0.25,0.0,0.25,8.0,4.5,0.0,0.0,0.70904493,Yerushalmi
Enoch_All,4Q212_4QEn_g,104,18,0.0,0.7,0.2,0.9,0.1,0.0,0.0,10.0,4.9,0.0,0.0,0.74817264,Yerushalmi
Enoch_All,4Q212_4QEn_g,104,19,0.0,0.5,0.5,0.625,0.125,0.0,0.0,8.0,5.125,0.0,0.0,0.3102807,Bavli
Enoch_All,4Q212_4QEn_g,104,20,0.0,0.6,0.2,0.6,0.2,0.0,0.0,10.0,3.6,0.0,0.0,0.9092564,Yerushalmi
Enoch_All,4Q212_4QEn_g,104,21,0.0,0.4286,0.1429,0.5714,0.1429,0.0,0.0,7.0,4.2857,0.0,0.0,0.8397645,Yerushalmi
Enoch_All,4Q212_4QEn_g,104,22,0.0,0.5,0.3333,0.6667,0.0,0.0,0.0,6.0,3.8333,0.0,0.0,0.73849046,Yerushalmi
Enoch_All,4Q212_4QEn_g,104,23,0.125,0.5,0.25,0.5,0.0,0.0,0.2,8.0,3.625,0.0,0.0,0.80549693,Yerushalmi
Enoch_All,4Q212_4QEn_g,104,24,0.1429,0.2143,0.1429,0.7143,0.2143,0.0,0.4,14.0,4.7857,0.0,0.0,0.72736514,Yerushalmi
Enoch_All,4Q212_4QEn_g,104,26,0.0,0.4444,0.1111,0.6667,0.3333,0.0,0.0,9.0,4.6667,0.0,0.0,0.8721112,Yerushalmi
Enoch_All,4Q212_4QEn_g,105,15,0.0,0.1429,0.1429,0.5714,0.5714,0.0,0.0,7.0,4.1429,0.0,0.0,0.8325122,Yerushalmi
Enoch_All,4Q212_4QEn_g,105,16,0.0,0.2857,0.0,0.5714,0.2857,0.0,0.0,7.0,3.8571,0.0,0.0,0.94172275,Yerushalmi
Enoch_All,4Q212_4QEn_g,105,17,0.0,0.25,0.125,0.625,0.0,0.0,0.0,8.0,3.125,0.0,0.0,0.9267274,Yerushalmi
Enoch_All,4Q212_4QEn_g,105,18,0.0,0.1429,0.1429,0.5714,0.1429,0.0,0.0,7.0,5.0,0.0,0.0,0.6903565,Yerushalmi
Enoch_All,4Q212_4QEn_g,105,19,0.0,0.0,0.0,0.5,1.0,0.25,0.0,4.0,4.0,0.0,0.0,0.35722977,Bavli
Enoch_All,4Q212_4QEn_g,105,20,0.0,0.1111,0.1111,0.5556,0.1111,0.0,0.0,9.0,3.0,0.0,0.0,0.909545,Yerushalmi
Enoch_All,4Q212_4QEn_g,105,21,0.0,0.375,0.25,0.625,0.0,0.0,0.0,8.0,3.75,0.0,0.0,0.82405484,Yerushalmi
Enoch_All,4Q212_4QEn_g,105,22,0.0,0.3333,0.2222,0.5556,0.1111,0.0,0.0,9.0,3.3333,0.0,0.0,0.92255795,Yerushalmi
Enoch_All,4Q212_4QEn_g,105,23,0.0,0.1429,0.1429,0.7143,0.1429,0.0,0.0,7.0,4.1429,0.0,0.0,0.8143004,Yerushalmi
Enoch_All,4Q212_4QEn_g,105,24,0.0,0.1429,0.1429,0.5714,0.1429,0.0,0.0,7.0,3.5714,0.0,0.0,0.8317809,Yerushalmi
Enoch_All,4Q212_4QEn_g,105,25,0.0,0.5,0.0,0.5,0.0,0.0,0.0,4.0,3.75,0.0,0.0,0.92391056,Yerushalmi
Enoch_All,4Q212_4QEn_g,105,26,0.0,0.3333,0.0,0.5,0.0,0.0,0.0,3.0,3.3333,0.0,0.0,0.92628646,Yerushalmi
